feature,importance_mean,importance_std
Fp1_min,0.00019431789491383133,0.000582953684741494
C3_iqr,0.00019431789491383133,0.000582953684741494
P7_min,0.00019431789491383133,0.000582953684741494
Fp1_q25,0.00019431789491383133,0.000582953684741494
Fp2_mean,0.00019431789491383133,0.000582953684741494
P7_range,0.0001812320437921011,0.0016473436323020012
T8_beta_rel_power,0.00018120633538254438,0.001061611435067483
O1_rms,0.0001748134206528529,0.0016337292658999219
Fz_theta_rel_power,0.00017408483528037478,0.0016409914899557798
T8_theta_abs_power,0.00015609107976352065,0.0013771593876105313
F4_theta_beta_ratio,0.00013328998223194333,0.001070621065492237
O1_gamma_abs_power,0.00012882600384976904,0.004006298587968347
Fz_alpha_rel_power,2.4072940431019153e-05,0.002355020238461352
P4_q25,1.4995331506284515e-05,0.0012506299416825573
Fz_std,1.389720477040779e-06,0.0017376578880494173
Fp2_range,0.0,0.0
Fp1_q75,0.0,0.0
Fp1_rms,0.0,0.0
Fp2_median,0.0,0.0
Fp2_std,0.0,0.0
Fp1_mean,0.0,0.0
Fp2_min,0.0,0.0
Fp2_max,0.0,0.0
F3_var,0.0,0.0
F3_min,0.0,0.0
F3_max,0.0,0.0
F3_range,0.0,0.0
F3_q25,0.0,0.0
Fp1_median,0.0,0.0
F3_iqr,0.0,0.0
F3_energy,0.0,0.0
F3_rms,0.0,0.0
Fp2_q25,0.0,0.0
Fp2_q75,0.0,0.0
Fp2_iqr,0.0,0.0
Fp2_rms,0.0,0.0
Fp2_var,0.0,0.0
F3_median,0.0,0.0
F3_std,0.0,0.0
C3_mean,0.0,0.0
F4_rms,0.0,0.0
F4_energy,0.0,0.0
C3_median,0.0,0.0
F4_var,0.0,0.0
F4_min,0.0,0.0
T8_spectral_entropy,0.0,0.0
T8_delta_rel_power,0.0,0.0
T7_beta_rel_power,0.0,0.0
F8_alpha_abs_power,0.0,0.0
F8_alpha_rel_power,0.0,0.0
T7_mean,0.0,0.0
T7_median,0.0,0.0
T7_var,0.0,0.0
T7_spectral_entropy,0.0,0.0
T7_theta_rel_power,0.0,0.0
T7_q25,0.0,0.0
T7_max,0.0,0.0
T7_q75,0.0,0.0
F8_max,0.0,0.0
F8_energy,0.0,0.0
F8_rms,0.0,0.0
F8_q25,0.0,0.0
F8_q75,0.0,0.0
P8_energy,0.0,0.0
P8_iqr,0.0,0.0
Fz_min,0.0,0.0
P8_rms,0.0,0.0
Fz_max,0.0,0.0
P8_median,0.0,0.0
P8_var,0.0,0.0
P8_min,0.0,0.0
P8_max,0.0,0.0
P8_range,0.0,0.0
P8_q75,0.0,0.0
Pz_rms,0.0,0.0
Fp1_spectral_entropy,0.0,0.0
Fp1_theta_abs_power,0.0,0.0
Cz_q25,0.0,0.0
Cz_q75,0.0,0.0
Cz_iqr,0.0,0.0
Cz_energy,0.0,0.0
Cz_rms,0.0,0.0
Pz_median,0.0,0.0
Pz_var,0.0,0.0
Fz_range,0.0,0.0
Fz_rms,0.0,0.0
Cz_median,0.0,0.0
Cz_var,0.0,0.0
Cz_min,0.0,0.0
Cz_max,0.0,0.0
Cz_range,0.0,0.0
T8_median,0.0,0.0
T8_var,0.0,0.0
T8_max,0.0,0.0
T8_range,0.0,0.0
T8_q25,0.0,0.0
F4_mean,0.0,0.0
F4_max,0.0,0.0
F4_range,0.0,0.0
F4_q75,0.0,0.0
F3_mean,0.0,0.0
Pz_theta_beta_ratio,0.0,0.0
Fp1_range,0.0,0.0
F7_median,0.0,0.0
F7_mean,0.0,0.0
O2_q25,0.0,0.0
O2_max,0.0,0.0
O2_median,0.0,0.0
T8_iqr,0.0,0.0
T8_q75,0.0,0.0
F3_gamma_abs_power,0.0,0.0
